instance,ALG1_obj,ALG1_runtime,ALG2_obj,ALG2_runtime,HRA_obj,HRA_runtime
rasp_gaussian_m250_k30_c25_s100_k29_g8,1228836.453411,226.475484,1552741.202389,1112.478367,3446500.504221,731.566259
rasp_gaussian_m250_k30_c25_s100_k29_g9,1085959.706766,226.170625,1419978.824233,1056.007835,3412256.686172,718.452059
rasp_gaussian_m250_k31_c25_s100_k30_g1,1057275.364485,242.250978,1371609.772748,1126.372461,3711561.873887,778.444362
rasp_gaussian_m250_k31_c25_s100_k30_g10,1206455.489694,248.370671,1570162.344224,1160.056489,4055218.461277,809.850952
rasp_gaussian_m250_k31_c25_s100_k30_g2,1168670.036255,236.394416,1515470.952595,1246.080114,3714004.927489,811.208348
rasp_gaussian_m250_k31_c25_s100_k30_g3,1194303.196681,286.030007,1615792.217929,1235.671977,4025958.058069,791.215887
rasp_gaussian_m250_k31_c25_s100_k30_g4,1195826.061581,234.615501,1475356.549383,1142.089805,3798889.753013,790.650547
rasp_gaussian_m250_k31_c25_s100_k30_g5,986918.878355,227.593926,1304200.708850,1158.567944,3419971.592692,804.312750
rasp_gaussian_m250_k31_c25_s100_k30_g6,1264346.200154,239.210348,1654228.047559,1156.609586,4041202.600858,806.937452
rasp_gaussian_m250_k31_c25_s100_k30_g7,1067587.862827,247.395932,1374746.830035,1233.708042,3338185.461175,822.599020
rasp_gaussian_m250_k31_c25_s100_k30_g8,1059268.370580,236.415057,1338102.498218,1130.999265,3483344.744067,811.726565
rasp_gaussian_m250_k31_c25_s100_k30_g9,1087199.000480,245.478490,1349561.866322,1163.902994,3752800.766502,821.609148
rasp_gaussian_m250_k32_c25_s100_k31_g1,1196959.193841,256.575473,1568270.249412,1256.625942,1522161.104326,921.995243
rasp_gaussian_m250_k32_c25_s100_k31_g10,1001790.195843,258.266868,1267462.088332,1254.616438,1295221.478854,925.466056
rasp_gaussian_m250_k32_c25_s100_k31_g2,1141413.496019,262.170097,1445629.581511,1252.066714,1452918.197081,910.554999
rasp_gaussian_m250_k32_c25_s100_k31_g3,1085713.902774,264.186385,1372511.546232,1345.449424,1335554.192744,898.115313
rasp_gaussian_m250_k32_c25_s100_k31_g4,1067388.117128,252.538989,1311005.681334,1354.033924,1342426.666840,925.908046
rasp_gaussian_m250_k32_c25_s100_k31_g5,1136289.640123,265.143748,1448969.514337,1208.508663,1413761.235326,910.400893
rasp_gaussian_m250_k32_c25_s100_k31_g6,1079284.597144,254.621527,1379625.023061,1386.219382,1356737.190705,909.712968
rasp_gaussian_m250_k32_c25_s100_k31_g7,1076912.006930,273.189943,1389810.845577,1291.639561,1407271.491128,919.755968
rasp_gaussian_m250_k32_c25_s100_k31_g8,1189906.379956,254.153266,1603732.068404,1429.364053,1522526.726498,890.532454
rasp_gaussian_m250_k32_c25_s100_k31_g9,1220875.135889,257.577763,1520994.160696,1168.815385,1464803.337660,901.096401
rasp_gaussian_m250_k33_c25_s100_k32_g1,1132894.395916,278.990613,1404520.224257,1359.083182,1912026.223594,1000.405579
rasp_gaussian_m250_k33_c25_s100_k32_g10,1226729.287206,272.933481,1627641.306742,1409.018964,2192083.555926,1012.991669
rasp_gaussian_m250_k33_c25_s100_k32_g2,1160795.352762,282.621366,1440875.107548,1369.821873,2055379.007105,1010.399086
rasp_gaussian_m250_k33_c25_s100_k32_g3,1103970.678525,292.606978,1463214.169613,1524.006888,1909627.097275,998.539144
rasp_gaussian_m250_k33_c25_s100_k32_g4,1262917.686137,274.425908,1592736.303119,1367.597552,2199396.509640,984.005922
rasp_gaussian_m250_k33_c25_s100_k32_g5,1116670.462516,302.855085,1419708.636656,1400.035760,1917916.169683,1014.878351
rasp_gaussian_m250_k33_c25_s100_k32_g6,1137909.420727,274.995449,1381559.891885,1360.565298,2052691.469370,991.167507
rasp_gaussian_m250_k33_c25_s100_k32_g7,1098103.477889,319.602978,1395089.861058,1323.369893,1938579.333628,1008.862112
rasp_gaussian_m250_k33_c25_s100_k32_g8,1122892.839196,277.467103,1399693.355023,1407.644664,1987079.201754,1016.708934
rasp_gaussian_m250_k33_c25_s100_k32_g9,1186027.220505,282.465593,1510270.755244,1410.687664,2130592.881269,999.075649
rasp_gaussian_m250_k34_c25_s100_k33_g1,1091051.794382,317.198035,1386726.847591,1587.798870,1977707.770698,1125.193570
rasp_gaussian_m250_k34_c25_s100_k33_g10,1093771.704779,300.794474,1450514.181041,1686.106409,2120962.835752,1119.602062
rasp_gaussian_m250_k34_c25_s100_k33_g2,1213673.880514,303.298492,1544557.944786,1477.725630,2142074.529104,1150.642511
rasp_gaussian_m250_k34_c25_s100_k33_g3,1118656.610248,347.231945,1456446.880743,1656.402118,2176803.322461,1128.452540
rasp_gaussian_m250_k34_c25_s100_k33_g4,1195969.311411,302.474436,1486783.348660,1411.103803,2129319.890936,1129.060850
rasp_gaussian_m250_k34_c25_s100_k33_g5,1097269.502457,295.984288,1452933.582998,1660.410434,2021906.348688,1139.573894
rasp_gaussian_m250_k34_c25_s100_k33_g6,1235293.695092,300.319479,1617249.994048,1427.990245,2245322.739983,1107.102503
rasp_gaussian_m250_k34_c25_s100_k33_g7,1173508.784197,302.352489,1529766.263259,1428.868679,2200644.444708,1092.831542
rasp_gaussian_m250_k34_c25_s100_k33_g8,1178027.019680,304.105361,1488603.682769,1554.527843,2177626.143851,1099.136657
rasp_gaussian_m250_k34_c25_s100_k33_g9,1165738.123498,307.535796,1511948.269887,1417.936245,2203985.270653,1152.345603
rasp_gaussian_m250_k3_c25_s100_k2_g1,762438.401964,1.326027,925352.648422,5.388954,1637816.966148,1.741341
rasp_gaussian_m250_k3_c25_s100_k2_g10,706553.944706,1.256844,931796.272252,5.215040,1570805.421690,1.831745
rasp_gaussian_m250_k3_c25_s100_k2_g2,800110.391295,1.346383,1089090.835669,5.502308,1693999.972584,1.898005
rasp_gaussian_m250_k3_c25_s100_k2_g3,755452.783683,1.360153,1019835.889295,5.528206,1652394.928856,2.083313
rasp_gaussian_m250_k3_c25_s100_k2_g4,729974.579186,1.269910,933711.216529,5.331206,1514489.939685,1.747164
rasp_gaussian_m250_k3_c25_s100_k2_g5,765577.267151,1.289590,1015277.143413,5.396048,1631448.979344,1.928112
rasp_gaussian_m250_k3_c25_s100_k2_g6,705535.756036,1.363071,927343.030297,5.458806,1539355.730816,2.019789
rasp_gaussian_m250_k3_c25_s100_k2_g7,675511.573362,1.312837,865141.952870,5.336667,1418614.342918,1.784758
rasp_gaussian_m250_k3_c25_s100_k2_g8,614345.082473,1.365950,771209.683368,5.608058,1271313.317775,1.682198
rasp_gaussian_m250_k3_c25_s100_k2_g9,702154.819897,1.283778,913207.427805,5.359056,1500656.894775,1.841069
rasp_gaussian_m250_k4_c25_s100_k3_g1,738273.173719,2.508992,990271.039055,10.381591,1082096.941974,2.160219
rasp_gaussian_m250_k4_c25_s100_k3_g10,765325.236695,2.435365,1101400.708931,10.225373,1179566.412182,2.113062
rasp_gaussian_m250_k4_c25_s100_k3_g2,727226.680634,2.674186,955234.928277,10.579174,1075727.884533,2.137109
rasp_gaussian_m250_k4_c25_s100_k3_g3,678321.105344,2.470875,913125.919291,10.296346,1001348.998989,2.056528
rasp_gaussian_m250_k4_c25_s100_k3_g4,681268.660641,2.452673,885178.373087,10.416312,1038058.520226,2.077433
rasp_gaussian_m250_k4_c25_s100_k3_g5,810084.859095,2.611712,1044495.134500,10.708714,1165026.364223,2.081175
rasp_gaussian_m250_k4_c25_s100_k3_g6,670299.442269,2.379857,949936.001345,10.282801,1023855.792384,2.036157
rasp_gaussian_m250_k4_c25_s100_k3_g7,773634.388271,2.531244,1028455.223808,10.208810,1114298.927282,2.170504
rasp_gaussian_m250_k4_c25_s100_k3_g8,747869.556444,2.583738,1005963.551911,11.470396,1136846.624825,2.112556
rasp_gaussian_m250_k4_c25_s100_k3_g9,707036.037001,2.543094,917454.833944,10.807003,1074237.428924,2.096936
rasp_gaussian_m250_k5_c25_s100_k4_g1,802482.195096,3.927757,1099168.123459,17.174081,1670441.094537,5.394716
rasp_gaussian_m250_k5_c25_s100_k4_g10,803996.465050,4.319446,1127871.851711,17.745298,1682188.512252,5.228849
rasp_gaussian_m250_k5_c25_s100_k4_g2,796237.188937,4.151757,1065833.697922,17.666824,1595557.960737,5.390595
rasp_gaussian_m250_k5_c25_s100_k4_g3,842127.990720,4.174895,1124564.044587,17.662886,1670354.150822,5.131324
rasp_gaussian_m250_k5_c25_s100_k4_g4,802211.838112,4.141420,1128595.184831,17.665554,1652428.073623,5.464991
rasp_gaussian_m250_k5_c25_s100_k4_g5,874541.959047,4.020083,1185696.631433,17.700651,1785429.201354,5.408313
rasp_gaussian_m250_k5_c25_s100_k4_g6,841298.177958,4.122012,1146834.585162,17.642390,1687646.736172,5.170079
rasp_gaussian_m250_k5_c25_s100_k4_g7,858933.328064,3.975278,1154120.265643,17.144640,1805982.078865,5.135651
rasp_gaussian_m250_k5_c25_s100_k4_g8,740802.023547,4.034421,1019511.874400,17.414200,1560403.907368,4.743208
rasp_gaussian_m250_k5_c25_s100_k4_g9,787139.460609,4.166808,1045436.737335,17.617176,1604549.491011,5.432413
rasp_gaussian_m250_k6_c25_s100_k5_g1,916573.109866,5.936643,1285491.326457,26.327629,2008849.464770,6.517984
rasp_gaussian_m250_k6_c25_s100_k5_g10,900889.164202,5.903488,1212791.149383,26.176914,1777376.126246,7.197136
rasp_gaussian_m250_k6_c25_s100_k5_g2,835644.719069,6.321801,1141531.912981,26.806468,1724882.966718,6.650509
rasp_gaussian_m250_k6_c25_s100_k5_g3,793789.209226,6.036674,1143405.859062,26.312151,1680111.704569,6.547101
rasp_gaussian_m250_k6_c25_s100_k5_g4,918796.771189,6.364288,1202222.780118,25.537691,1872347.045779,6.912545
rasp_gaussian_m250_k6_c25_s100_k5_g5,847321.375048,6.359375,1205294.972732,27.213280,1802001.143744,6.567191
rasp_gaussian_m250_k6_c25_s100_k5_g6,845638.313288,6.341722,1104130.739456,27.101141,1703096.238393,6.474149
rasp_gaussian_m250_k6_c25_s100_k5_g7,886624.442702,5.950105,1282211.030662,26.228863,1943195.281076,6.438137
rasp_gaussian_m250_k6_c25_s100_k5_g8,884145.131093,6.168413,1156927.839156,26.702348,1811437.288915,6.427958
rasp_gaussian_m250_k6_c25_s100_k5_g9,883033.890408,6.068223,1206565.039162,26.105926,1832011.106139,6.622492
rasp_gaussian_m250_k7_c25_s100_k6_g1,801584.587009,8.741171,1105635.722217,37.969011,2156623.235387,11.468454
rasp_gaussian_m250_k7_c25_s100_k6_g10,873356.439873,8.398684,1216564.158683,37.446169,2299982.488396,10.709842
rasp_gaussian_m250_k7_c25_s100_k6_g2,878806.921843,8.750691,1200289.614115,42.359430,2290084.159650,11.038705
rasp_gaussian_m250_k7_c25_s100_k6_g3,851987.274528,8.741357,1200285.301580,37.574271,2319049.525725,11.386283
rasp_gaussian_m250_k7_c25_s100_k6_g4,969480.792986,8.745132,1329988.747097,38.277943,2639801.181152,12.203431
rasp_gaussian_m250_k7_c25_s100_k6_g5,989225.348998,8.613739,1319149.295339,38.004415,2438186.611609,11.111086
rasp_gaussian_m250_k7_c25_s100_k6_g6,902309.142602,8.862555,1219633.926554,39.005770,2406299.222803,11.833386
rasp_gaussian_m250_k7_c25_s100_k6_g7,875699.680853,9.065627,1209437.851303,39.402127,2107987.294097,12.064441
rasp_gaussian_m250_k7_c25_s100_k6_g8,843473.711796,8.354585,1104519.731218,37.082847,2246475.239805,11.173047
rasp_gaussian_m250_k7_c25_s100_k6_g9,813138.938250,8.417421,1058432.792926,36.692671,2108564.142371,12.594074
rasp_gaussian_m250_k8_c25_s100_k7_g1,942278.500545,11.274028,1294962.539065,51.308001,1307057.366414,12.893037
rasp_gaussian_m250_k8_c25_s100_k7_g10,952391.504656,11.760477,1263053.196345,52.057636,1295522.154793,12.548273
rasp_gaussian_m250_k8_c25_s100_k7_g2,851518.976150,11.616474,1126979.347294,51.689204,1176996.019053,12.720445
rasp_gaussian_m250_k8_c25_s100_k7_g3,880007.565514,12.158186,1233573.445366,52.729746,1238376.383620,12.253847
rasp_gaussian_m250_k8_c25_s100_k7_g4,887592.363759,11.908909,1217834.058761,52.857240,1231836.751129,13.000209
rasp_gaussian_m250_k8_c25_s100_k7_g5,854154.275207,11.016251,1229166.112483,50.534312,1185172.419655,12.550884
rasp_gaussian_m250_k8_c25_s100_k7_g6,1004888.163868,11.975492,1348776.659393,51.536796,1451748.689855,12.325667
rasp_gaussian_m250_k8_c25_s100_k7_g7,859470.666666,11.995035,1157101.447880,51.827630,1190178.247795,13.534928
rasp_gaussian_m250_k8_c25_s100_k7_g8,829111.666906,11.677823,1120011.624424,51.806292,1133870.523585,12.421482
rasp_gaussian_m250_k8_c25_s100_k7_g9,836920.512935,11.813966,1195623.285413,52.092261,1159742.348532,12.046469
rasp_gaussian_m250_k9_c25_s100_k8_g1,937646.980740,15.155117,1261652.994275,67.185262,1811255.230880,19.985265
rasp_gaussian_m250_k9_c25_s100_k8_g10,868218.249246,15.903822,1171015.729795,70.138061,1651945.848238,19.321213
rasp_gaussian_m250_k9_c25_s100_k8_g2,902705.960724,15.206163,1217823.050591,70.236328,1727255.717897,19.742572
rasp_gaussian_m250_k9_c25_s100_k8_g3,912786.562071,15.529061,1227049.443355,68.578854,1910097.305169,22.997372
rasp_gaussian_m250_k9_c25_s100_k8_g4,847872.674561,15.189799,1160376.161096,68.375577,1642813.671088,20.335384
rasp_gaussian_m250_k9_c25_s100_k8_g5,770845.910716,15.133848,1059296.282077,70.943655,1502806.045098,20.152131
rasp_gaussian_m250_k9_c25_s100_k8_g6,947683.511332,15.493324,1284264.334290,69.318271,1828093.445865,19.483050
rasp_gaussian_m250_k9_c25_s100_k8_g7,925019.534866,14.825095,1244525.870701,69.651626,1847144.919727,20.136680
rasp_gaussian_m250_k9_c25_s100_k8_g8,898075.973465,14.326961,1262722.073742,66.144282,1817761.541916,20.620497
rasp_gaussian_m250_k9_c25_s100_k8_g9,999826.028212,15.280428,1385772.450577,65.230005,1928525.936493,19.351880
