instance,ALG1_maxobj,ALG1_minobj,ALG1_avgobj,ALG1_maxtime,ALG1_mintime,ALG1_avgtime,ALG2_maxobj,ALG2_minobj,ALG2_avgobj,ALG2_maxtime,ALG2_mintime,ALG2_avgtime,LADG_maxobj,LADG_minobj,LADG_avgobj,LADG_maxtime,LADG_mintime,LADG_avgtime
rasp_gaussian_m250_k18_c25_s100,1148928.185853,909272.001598,1036611.217594,81.805853,70.717667,74.284486,1526420.645409,1244352.126736,1387714.981945,388.767253,328.965603,348.783621,2222366.414918,1678037.900828,2008140.810946,128.193444,120.599118,125.504612
rasp_gaussian_m250_k18_c25_s120,1155959.829945,999538.5971,1062942.59161,85.585669,70.498135,74.473359,1492252.481682,1311875.52331,1404796.890372,354.455718,331.182767,340.621254,2202205.475043,1923178.775518,2061693.653721,131.113069,124.258669,128.470155
rasp_gaussian_m250_k18_c25_s140,1135494.557645,995266.899112,1054168.01778,75.971657,70.652878,72.922929,1529129.475623,1264797.290095,1397734.392852,346.509374,319.036046,337.019821,2207843.34483,1924887.814553,2052859.698479,131.339111,123.618318,128.05176
rasp_gaussian_m250_k18_c25_s160,1186139.233137,959165.359209,1043767.442097,77.591662,70.79516,73.243904,1521968.558099,1218424.444703,1371035.553876,395.292362,325.318117,344.365753,2255625.809089,1839896.39412,2026484.610152,131.975489,126.22051,128.826143
rasp_gaussian_m250_k18_c25_s40,1073643.922748,899499.744178,988980.427684,74.014581,69.0912,72.175543,1458311.56471,1184777.942773,1337461.212334,360.761557,317.376591,329.173894,2183830.591047,1798423.971358,1987341.51785,123.627826,116.467211,120.394871
rasp_gaussian_m250_k18_c25_s60,1174319.730475,923059.140924,1015389.454458,79.436718,70.246375,72.921951,1595909.599226,1271027.815747,1372755.769805,369.753932,320.740016,338.394424,2375526.232431,1863150.991265,2008295.187876,123.056758,120.032564,121.777761
rasp_gaussian_m250_k18_c25_s80,1144545.365138,877238.537648,1041957.748362,81.491415,69.626063,74.332406,1504398.396714,1221913.900462,1397429.845346,393.592383,318.05776,342.381112,2220457.946939,1722862.477684,2076368.155949,126.58211,123.358692,124.705023
